Date,High,Low,Open,Close,Volume,Adj Close,ticker
2018-01-02,420.4360046386719,420.4360046386719,420.4360046386719,420.4360046386719,0.0,414.4405822753906,0P0000KSPA.L
2018-01-03,425.00201416015625,425.00201416015625,425.00201416015625,425.00201416015625,0.0,418.9414978027344,0P0000KSPA.L
2018-01-04,425.385986328125,425.385986328125,425.385986328125,425.385986328125,0.0,419.3199768066406,0P0000KSPA.L
2018-01-05,427.760986328125,427.760986328125,427.760986328125,427.760986328125,0.0,421.6611022949219,0P0000KSPA.L
2018-01-08,428.0450134277344,428.0450134277344,428.0450134277344,428.0450134277344,0.0,421.94110107421875,0P0000KSPA.L
2018-01-09,430.34100341796875,430.34100341796875,430.34100341796875,430.34100341796875,0.0,424.204345703125,0P0000KSPA.L
2018-01-19,429.37200927734375,429.37200927734375,429.37200927734375,429.37200927734375,0.0,423.2491760253906,0P0000KSPA.L
2018-01-22,429.02899169921875,429.02899169921875,429.02899169921875,429.02899169921875,0.0,422.9110412597656,0P0000KSPA.L
2018-01-23,428.5039978027344,428.5039978027344,428.5039978027344,428.5039978027344,0.0,422.3935241699219,0P0000KSPA.L
2018-01-24,421.8080139160156,421.8080139160156,421.8080139160156,421.8080139160156,0.0,415.79302978515625,0P0000KSPA.L
2018-01-25,419.6820068359375,419.6820068359375,419.6820068359375,419.6820068359375,0.0,413.6973571777344,0P0000KSPA.L
2018-01-26,427.7380065917969,427.7380065917969,427.7380065917969,427.7380065917969,0.0,421.6384582519531,0P0000KSPA.L
2018-01-29,428.46600341796875,428.46600341796875,428.46600341796875,428.46600341796875,0.0,422.3560791015625,0P0000KSPA.L
2018-01-30,422.302001953125,422.302001953125,422.302001953125,422.302001953125,0.0,416.27996826171875,0P0000KSPA.L
2018-01-31,419.2380065917969,419.2380065917969,419.2380065917969,419.2380065917969,0.0,413.2596740722656,0P0000KSPA.L
2018-02-01,418.7250061035156,418.7250061035156,418.7250061035156,418.7250061035156,0.0,412.7539978027344,0P0000KSPA.L
2018-02-02,413.27099609375,413.27099609375,413.27099609375,413.27099609375,0.0,407.37774658203125,0P0000KSPA.L
2018-02-14,409.1860046386719,409.1860046386719,409.1860046386719,409.1860046386719,0.0,403.35101318359375,0P0000KSPA.L
2018-02-15,411.29998779296875,411.29998779296875,411.29998779296875,411.29998779296875,0.0,405.4348449707031,0P0000KSPA.L
2018-02-16,412.09698486328125,412.09698486328125,412.09698486328125,412.09698486328125,0.0,406.2204895019531,0P0000KSPA.L
2018-02-19,413.49200439453125,413.49200439453125,413.49200439453125,413.49200439453125,0.0,407.5956115722656,0P0000KSPA.L
2018-02-20,410.677001953125,410.677001953125,410.677001953125,410.677001953125,0.0,404.82073974609375,0P0000KSPA.L
2018-02-21,409.4830017089844,409.4830017089844,409.4830017089844,409.4830017089844,0.0,403.6437683105469,0P0000KSPA.L
2018-02-22,410.85400390625,410.85400390625,410.85400390625,410.85400390625,0.0,404.9952392578125,0P0000KSPA.L
2018-02-23,416.23199462890625,416.23199462890625,416.23199462890625,416.23199462890625,0.0,410.2965393066406,0P0000KSPA.L
2018-02-26,421.802001953125,421.802001953125,421.802001953125,421.802001953125,0.0,415.787109375,0P0000KSPA.L
2018-02-27,418.08599853515625,418.08599853515625,418.08599853515625,418.08599853515625,0.0,412.12408447265625,0P0000KSPA.L
2018-02-28,416.5400085449219,416.5400085449219,416.5400085449219,416.5400085449219,0.0,410.60015869140625,0P0000KSPA.L
2018-03-01,413.3659973144531,413.3659973144531,413.3659973144531,413.3659973144531,0.0,407.4714050292969,0P0000KSPA.L
2018-03-02,414.6029968261719,414.6029968261719,414.6029968261719,414.6029968261719,0.0,408.6907653808594,0P0000KSPA.L
2018-03-05,416.8450012207031,416.8450012207031,416.8450012207031,416.8450012207031,0.0,410.9007873535156,0P0000KSPA.L
2018-03-06,417.2860107421875,417.2860107421875,417.2860107421875,417.2860107421875,0.0,411.33551025390625,0P0000KSPA.L
2018-03-07,417.2049865722656,417.2049865722656,417.2049865722656,417.2049865722656,0.0,411.2556457519531,0P0000KSPA.L
2018-03-08,420.7919921875,420.7919921875,420.7919921875,420.7919921875,0.0,414.79150390625,0P0000KSPA.L
2018-03-09,426.73199462890625,426.73199462890625,426.73199462890625,426.73199462890625,0.0,420.64678955078125,0P0000KSPA.L
2018-03-12,425.5220031738281,425.5220031738281,425.5220031738281,425.5220031738281,0.0,419.4540710449219,0P0000KSPA.L
2018-03-13,420.20599365234375,420.20599365234375,420.20599365234375,420.20599365234375,0.0,414.2138671875,0P0000KSPA.L
2018-03-14,419.2179870605469,419.2179870605469,419.2179870605469,419.2179870605469,0.0,413.23992919921875,0P0000KSPA.L
2018-03-15,418.6029968261719,418.6029968261719,418.6029968261719,418.6029968261719,0.0,412.63372802734375,0P0000KSPA.L
2018-03-16,420.4429931640625,420.4429931640625,420.4429931640625,420.4429931640625,0.0,414.4474792480469,0P0000KSPA.L
2018-03-19,411.4859924316406,411.4859924316406,411.4859924316406,411.4859924316406,0.0,405.6181945800781,0P0000KSPA.L
2018-03-20,412.5679931640625,412.5679931640625,412.5679931640625,412.5679931640625,0.0,406.6847839355469,0P0000KSPA.L
2018-03-21,410.77899169921875,410.77899169921875,410.77899169921875,410.77899169921875,0.0,404.9212951660156,0P0000KSPA.L
2018-03-22,399.7699890136719,399.7699890136719,399.7699890136719,399.7699890136719,0.0,394.06927490234375,0P0000KSPA.L
2018-03-23,389.97698974609375,389.97698974609375,389.97698974609375,389.97698974609375,0.0,384.4159240722656,0P0000KSPA.L
2018-03-26,398.09100341796875,398.09100341796875,398.09100341796875,398.09100341796875,0.0,392.4142150878906,0P0000KSPA.L
2018-03-27,393.4570007324219,393.4570007324219,393.4570007324219,393.4570007324219,0.0,387.8463134765625,0P0000KSPA.L
2018-03-28,393.57000732421875,393.57000732421875,393.57000732421875,393.57000732421875,0.0,387.95770263671875,0P0000KSPA.L
2018-03-29,400.96600341796875,400.96600341796875,400.96600341796875,400.96600341796875,0.0,395.24822998046875,0P0000KSPA.L
2018-04-03,396.3389892578125,396.3389892578125,396.3389892578125,396.3389892578125,0.0,390.68719482421875,0P0000KSPA.L
2018-04-04,399.7980041503906,399.7980041503906,399.7980041503906,399.7980041503906,0.0,394.0968933105469,0P0000KSPA.L
2018-04-05,405.1659851074219,405.1659851074219,405.1659851074219,405.1659851074219,0.0,399.3883056640625,0P0000KSPA.L
2018-04-06,394.01300048828125,394.01300048828125,394.01300048828125,394.01300048828125,0.0,388.3943786621094,0P0000KSPA.L
2018-04-09,394.0,394.0,394.0,394.0,0.0,388.3815612792969,0P0000KSPA.L
2018-04-10,399.3420104980469,399.3420104980469,399.3420104980469,399.3420104980469,0.0,393.64739990234375,0P0000KSPA.L
2018-04-11,396.6499938964844,396.6499938964844,396.6499938964844,396.6499938964844,0.0,390.9937744140625,0P0000KSPA.L
2018-04-12,399.0610046386719,399.0610046386719,399.0610046386719,399.0610046386719,0.0,393.3703918457031,0P0000KSPA.L
2018-04-13,397.3599853515625,397.3599853515625,397.3599853515625,397.3599853515625,0.0,391.6936340332031,0P0000KSPA.L
2018-04-16,398.33099365234375,398.33099365234375,398.33099365234375,398.33099365234375,0.0,392.6507873535156,0P0000KSPA.L
2018-04-17,403.2380065917969,403.2380065917969,403.2380065917969,403.2380065917969,0.0,397.4878234863281,0P0000KSPA.L
2018-04-18,405.79901123046875,405.79901123046875,405.79901123046875,405.79901123046875,0.0,400.0123291015625,0P0000KSPA.L
2018-04-19,403.8479919433594,403.8479919433594,403.8479919433594,403.8479919433594,0.0,398.089111328125,0P0000KSPA.L
2018-04-20,406.3169860839844,406.3169860839844,406.3169860839844,406.3169860839844,0.0,400.5229187011719,0P0000KSPA.L
2018-04-23,408.40301513671875,408.40301513671875,408.40301513671875,408.40301513671875,0.0,402.5791931152344,0P0000KSPA.L
2018-04-24,402.8819885253906,402.8819885253906,402.8819885253906,402.8819885253906,0.0,397.13690185546875,0P0000KSPA.L
2018-04-25,404.1709899902344,404.1709899902344,404.1709899902344,404.1709899902344,0.0,398.4075012207031,0P0000KSPA.L
2018-04-26,408.15899658203125,408.15899658203125,408.15899658203125,408.15899658203125,0.0,402.3386535644531,0P0000KSPA.L
2018-04-27,412.41900634765625,412.41900634765625,412.41900634765625,412.41900634765625,0.0,406.53790283203125,0P0000KSPA.L
2018-04-30,409.7590026855469,409.7590026855469,409.7590026855469,409.7590026855469,0.0,403.91583251953125,0P0000KSPA.L
2018-05-01,416.2749938964844,416.2749938964844,416.2749938964844,416.2749938964844,0.0,410.33892822265625,0P0000KSPA.L
2018-05-02,413.6300048828125,413.6300048828125,413.6300048828125,413.6300048828125,0.0,407.73162841796875,0P0000KSPA.L
2018-05-03,414.4309997558594,414.4309997558594,414.4309997558594,414.4309997558594,0.0,408.5212097167969,0P0000KSPA.L
2018-05-04,420.5329895019531,420.5329895019531,420.5329895019531,420.5329895019531,0.0,414.53619384765625,0P0000KSPA.L
2018-05-08,422.49200439453125,422.49200439453125,422.49200439453125,422.49200439453125,0.0,416.46728515625,0P0000KSPA.L
2018-05-09,424.489990234375,424.489990234375,424.489990234375,424.489990234375,0.0,418.436767578125,0P0000KSPA.L
2018-05-10,431.6990051269531,431.6990051269531,431.6990051269531,431.6990051269531,0.0,425.54296875,0P0000KSPA.L
2018-05-11,429.8080139160156,429.8080139160156,429.8080139160156,429.8080139160156,0.0,423.678955078125,0P0000KSPA.L
2018-05-14,428.58599853515625,428.58599853515625,428.58599853515625,428.58599853515625,0.0,422.474365234375,0P0000KSPA.L
2018-05-15,429.1400146484375,429.1400146484375,429.1400146484375,429.1400146484375,0.0,423.0204772949219,0P0000KSPA.L
2018-05-16,431.6080017089844,431.6080017089844,431.6080017089844,431.6080017089844,0.0,425.4532775878906,0P0000KSPA.L
2018-05-17,431.04901123046875,431.04901123046875,431.04901123046875,431.04901123046875,0.0,424.9022521972656,0P0000KSPA.L
2018-05-18,431.09600830078125,431.09600830078125,431.09600830078125,431.09600830078125,0.0,424.9485778808594,0P0000KSPA.L
2018-05-21,436.45098876953125,436.45098876953125,436.45098876953125,436.45098876953125,0.0,430.2272033691406,0P0000KSPA.L
2018-05-22,434.36199951171875,434.36199951171875,434.36199951171875,434.36199951171875,0.0,428.1679992675781,0P0000KSPA.L
2018-05-23,438.2139892578125,438.2139892578125,438.2139892578125,438.2139892578125,0.0,431.9650573730469,0P0000KSPA.L
2018-05-24,436.45599365234375,436.45599365234375,436.45599365234375,436.45599365234375,0.0,430.2321472167969,0P0000KSPA.L
2018-05-25,437.5610046386719,437.5610046386719,437.5610046386719,437.5610046386719,0.0,431.3213806152344,0P0000KSPA.L
2018-05-29,434.5409851074219,434.5409851074219,434.5409851074219,434.5409851074219,0.0,428.34442138671875,0P0000KSPA.L
